inspection_id,business_id,inspection_date,inspection_score,inspection_type
1000_20161006,1000,2016-10-06T00:00:00.000,,Reinspection/Followup
1000_20171002,1000,2017-10-02T00:00:00.000,74,Routine - Unscheduled
1000_20171012,1000,2017-10-12T00:00:00.000,,Reinspection/Followup
1000_20180523,1000,2018-05-23T00:00:00.000,76,Routine - Unscheduled
1000_20180608,1000,2018-06-08T00:00:00.000,,Reinspection/Followup
1000_20190617,1000,2019-06-17T00:00:00.000,72,Routine - Unscheduled
1000_20190628,1000,2019-06-28T00:00:00.000,,Reinspection/Followup
1000_20190712,1000,2019-07-12T00:00:00.000,,Reinspection/Followup
100010_20190329,100010,2019-03-29T00:00:00.000,,New Construction
100010_20190403,100010,2019-04-03T00:00:00.000,100,Routine - Unscheduled
100017_20190417,100017,2019-04-17T00:00:00.000,,New Ownership
100017_20190816,100017,2019-08-16T00:00:00.000,91,Routine - Unscheduled
100017_20190826,100017,2019-08-26T00:00:00.000,,Reinspection/Followup
100017_20190912,100017,2019-09-12T00:00:00.000,,Reinspection/Followup
100026_20190418,100026,2019-04-18T00:00:00.000,,New Ownership
100030_20190612,100030,2019-06-12T00:00:00.000,,New Ownership
100030_20190826,100030,2019-08-26T00:00:00.000,,New Ownership
100036_20190325,100036,2019-03-25T00:00:00.000,,Structural Inspection
100036_20190531,100036,2019-05-31T00:00:00.000,,New Ownership - Followup
100036_20190906,100036,2019-09-06T00:00:00.000,,New Ownership
100039_20190607,100039,2019-06-07T00:00:00.000,,New Ownership
100041_20190424,100041,2019-04-24T00:00:00.000,,New Ownership
100041_20190506,100041,2019-05-06T00:00:00.000,,New Ownership
100041_20190520,100041,2019-05-20T00:00:00.000,83,Routine - Unscheduled
100041_20190529,100041,2019-05-29T00:00:00.000,,Reinspection/Followup
100041_20190605,100041,2019-06-05T00:00:00.000,,Reinspection/Followup
100041_20190620,100041,2019-06-20T00:00:00.000,,Reinspection/Followup
100055_20190416,100055,2019-04-16T00:00:00.000,,New Ownership
100055_20190425,100055,2019-04-25T00:00:00.000,98,Routine - Unscheduled
100055_20190912,100055,2019-09-12T00:00:00.000,82,Routine - Unscheduled
100058_20190417,100058,2019-04-17T00:00:00.000,,New Ownership
100058_20190816,100058,2019-08-16T00:00:00.000,89,Routine - Unscheduled
100058_20190826,100058,2019-08-26T00:00:00.000,,Reinspection/Followup
100059_20190411,100059,2019-04-11T00:00:00.000,,New Construction
100059_20190607,100059,2019-06-07T00:00:00.000,,New Construction
100059_20190624,100059,2019-06-24T00:00:00.000,,New Construction
100059_20190701,100059,2019-07-01T00:00:00.000,,New Ownership
100059_20190705,100059,2019-07-05T00:00:00.000,,New Ownership - Followup
100059_20190815,100059,2019-08-15T00:00:00.000,76,Routine - Unscheduled
100059_20190822,100059,2019-08-22T00:00:00.000,,Reinspection/Followup
100069_20190416,100069,2019-04-16T00:00:00.000,,New Ownership
100069_20190906,100069,2019-09-06T00:00:00.000,100,Routine - Unscheduled
100072_20190326,100072,2019-03-26T00:00:00.000,89,Routine - Unscheduled
100072_20190402,100072,2019-04-02T00:00:00.000,,Reinspection/Followup
100072_20190613,100072,2019-06-13T00:00:00.000,,New Ownership - Followup
100079_20190418,100079,2019-04-18T00:00:00.000,,New Ownership
100079_20190827,100079,2019-08-27T00:00:00.000,98,Routine - Unscheduled
100081_20190709,100081,2019-07-09T00:00:00.000,,New Construction
100081_20190813,100081,2019-08-13T00:00:00.000,,New Ownership
100081_20190815,100081,2019-08-15T00:00:00.000,,New Ownership - Followup
100082_20190416,100082,2019-04-16T00:00:00.000,,New Ownership
100083_20190410,100083,2019-04-10T00:00:00.000,,Non-inspection site visit
100083_20190621,100083,2019-06-21T00:00:00.000,,New Ownership
100083_20190717,100083,2019-07-17T00:00:00.000,92,Routine - Unscheduled
100083_20190724,100083,2019-07-24T00:00:00.000,,Reinspection/Followup
100084_20190503,100084,2019-05-03T00:00:00.000,,New Ownership
100084_20190816,100084,2019-08-16T00:00:00.000,94,Routine - Unscheduled
100096_20190430,100096,2019-04-30T00:00:00.000,,New Ownership
100096_20190816,100096,2019-08-16T00:00:00.000,87,Routine - Unscheduled
100096_20190822,100096,2019-08-22T00:00:00.000,,Reinspection/Followup
100097_20190515,100097,2019-05-15T00:00:00.000,,New Ownership
100097_20190805,100097,2019-08-05T00:00:00.000,100,Routine - Unscheduled
100098_20190628,100098,2019-06-28T00:00:00.000,86,Routine - Unscheduled
100098_20190701,100098,2019-07-01T00:00:00.000,,New Ownership
100099_20190401,100099,2019-04-01T00:00:00.000,,New Ownership
100099_20190412,100099,2019-04-12T00:00:00.000,,New Ownership - Followup
100099_20190520,100099,2019-05-20T00:00:00.000,85,Routine - Unscheduled
100126_20190326,100126,2019-03-26T00:00:00.000,,Structural Inspection
100126_20190327,100126,2019-03-27T00:00:00.000,,Structural Inspection
100126_20190403,100126,2019-04-03T00:00:00.000,85,Routine - Unscheduled
100126_20190416,100126,2019-04-16T00:00:00.000,,New Ownership
100135_20190507,100135,2019-05-07T00:00:00.000,100,Routine - Unscheduled
100137_20190429,100137,2019-04-29T00:00:00.000,,New Construction
100137_20190719,100137,2019-07-19T00:00:00.000,,New Ownership - Followup
100142_20190403,100142,2019-04-03T00:00:00.000,,New Ownership
100142_20190729,100142,2019-07-29T00:00:00.000,,Complaint
100145_20190409,100145,2019-04-09T00:00:00.000,,New Ownership
1002_20161011,1002,2016-10-11T00:00:00.000,,Reinspection/Followup
1002_20161017,1002,2016-10-17T00:00:00.000,,Reinspection/Followup
1002_20170928,1002,2017-09-28T00:00:00.000,85,Routine - Unscheduled
1002_20171006,1002,2017-10-06T00:00:00.000,,Reinspection/Followup
1002_20180509,1002,2018-05-09T00:00:00.000,90,Routine - Unscheduled
1002_20190507,1002,2019-05-07T00:00:00.000,92,Routine - Unscheduled
100202_20190408,100202,2019-04-08T00:00:00.000,,New Construction
100202_20190424,100202,2019-04-24T00:00:00.000,,New Ownership
100202_20190429,100202,2019-04-29T00:00:00.000,,New Construction
100202_20190523,100202,2019-05-23T00:00:00.000,,New Construction
100202_20190730,100202,2019-07-30T00:00:00.000,87,Routine - Unscheduled
100202_20190812,100202,2019-08-12T00:00:00.000,,Reinspection/Followup
100203_20190408,100203,2019-04-08T00:00:00.000,,New Construction
100203_20190424,100203,2019-04-24T00:00:00.000,,New Construction
100203_20190429,100203,2019-04-29T00:00:00.000,,New Construction
100203_20190523,100203,2019-05-23T00:00:00.000,,New Ownership - Followup
100203_20190730,100203,2019-07-30T00:00:00.000,96,Routine - Unscheduled
100204_20190617,100204,2019-06-17T00:00:00.000,,New Construction
100204_20190913,100204,2019-09-13T00:00:00.000,,New Construction
100204_20190919,100204,2019-09-19T00:00:00.000,,New Ownership
100204_20190927,100204,2019-09-27T00:00:00.000,100,Routine - Unscheduled
100205_20190404,100205,2019-04-04T00:00:00.000,,New Ownership
100205_20190430,100205,2019-04-30T00:00:00.000,,Non-inspection site visit
100205_20190702,100205,2019-07-02T00:00:00.000,,New Ownership - Followup
100210_20190508,100210,2019-05-08T00:00:00.000,,New Ownership
100210_20190614,100210,2019-06-14T00:00:00.000,,New Ownership - Followup
100210_20190626,100210,2019-06-26T00:00:00.000,,New Ownership - Followup
100211_20190422,100211,2019-04-22T00:00:00.000,,New Ownership
100211_20190517,100211,2019-05-17T00:00:00.000,,New Ownership - Followup
100211_20190524,100211,2019-05-24T00:00:00.000,100,Routine - Unscheduled
100212_20190503,100212,2019-05-03T00:00:00.000,,New Construction
100212_20190816,100212,2019-08-16T00:00:00.000,98,Routine - Unscheduled
100214_20190417,100214,2019-04-17T00:00:00.000,,New Ownership
100214_20190816,100214,2019-08-16T00:00:00.000,87,Routine - Unscheduled
100214_20190826,100214,2019-08-26T00:00:00.000,,Reinspection/Followup
100215_20190418,100215,2019-04-18T00:00:00.000,,New Ownership
100215_20190529,100215,2019-05-29T00:00:00.000,,New Ownership - Followup
100215_20190911,100215,2019-09-11T00:00:00.000,92,Routine - Unscheduled
100216_20190321,100216,2019-03-21T00:00:00.000,84,Routine - Unscheduled
100219_20190508,100219,2019-05-08T00:00:00.000,,New Ownership
100219_20190515,100219,2019-05-15T00:00:00.000,,New Ownership - Followup
100219_20190618,100219,2019-06-18T00:00:00.000,91,Routine - Unscheduled
100219_20190626,100219,2019-06-26T00:00:00.000,,Reinspection/Followup
100238_20190417,100238,2019-04-17T00:00:00.000,,New Ownership
100239_20190701,100239,2019-07-01T00:00:00.000,100,Routine - Unscheduled
100240_20190509,100240,2019-05-09T00:00:00.000,,New Ownership
100240_20190517,100240,2019-05-17T00:00:00.000,,New Ownership - Followup
100240_20190625,100240,2019-06-25T00:00:00.000,94,Routine - Unscheduled
100241_20190415,100241,2019-04-15T00:00:00.000,,New Ownership - Followup
100241_20190418,100241,2019-04-18T00:00:00.000,,New Ownership
100252_20190530,100252,2019-05-30T00:00:00.000,100,Routine - Unscheduled
100253_20190621,100253,2019-06-21T00:00:00.000,,New Ownership
100253_20190626,100253,2019-06-26T00:00:00.000,,Non-inspection site visit
100255_20190311,100255,2019-03-11T00:00:00.000,,Routine - Unscheduled
100255_20190507,100255,2019-05-07T00:00:00.000,,New Ownership
100255_20190617,100255,2019-06-17T00:00:00.000,,New Ownership - Followup
100274_20190509,100274,2019-05-09T00:00:00.000,,New Ownership
100274_20190531,100274,2019-05-31T00:00:00.000,100,Routine - Unscheduled
100275_20190710,100275,2019-07-10T00:00:00.000,,New Ownership
100275_20190716,100275,2019-07-16T00:00:00.000,,New Construction
100275_20190718,100275,2019-07-18T00:00:00.000,,New Construction
100275_20190802,100275,2019-08-02T00:00:00.000,81,Routine - Unscheduled
100277_20190423,100277,2019-04-23T00:00:00.000,,New Ownership
100278_20190419,100278,2019-04-19T00:00:00.000,,New Ownership
100278_20190703,100278,2019-07-03T00:00:00.000,,New Ownership - Followup
100278_20190719,100278,2019-07-19T00:00:00.000,,Reinspection/Followup
100278_20190729,100278,2019-07-29T00:00:00.000,,Reinspection/Followup
100288_20190521,100288,2019-05-21T00:00:00.000,,New Ownership
100288_20190702,100288,2019-07-02T00:00:00.000,80,Routine - Unscheduled
100288_20190710,100288,2019-07-10T00:00:00.000,,Reinspection/Followup
1003_20170823,1003,2017-08-23T00:00:00.000,86,Routine - Unscheduled
1003_20170901,1003,2017-09-01T00:00:00.000,,Reinspection/Followup
1003_20180314,1003,2018-03-14T00:00:00.000,92,Routine - Unscheduled
1003_20190313,1003,2019-03-13T00:00:00.000,92,Routine - Unscheduled
10030_20170928,10030,2017-09-28T00:00:00.000,93,Routine - Unscheduled
10030_20180226,10030,2018-02-26T00:00:00.000,100,Routine - Unscheduled
10030_20181016,10030,2018-10-16T00:00:00.000,100,Routine - Unscheduled
10030_20190220,10030,2019-02-20T00:00:00.000,96,Routine - Unscheduled
10030_20190912,10030,2019-09-12T00:00:00.000,98,Routine - Unscheduled
100328_20190515,100328,2019-05-15T00:00:00.000,,New Ownership
100328_20190711,100328,2019-07-11T00:00:00.000,,New Ownership - Followup
100330_20190404,100330,2019-04-04T00:00:00.000,,New Ownership
100330_20190508,100330,2019-05-08T00:00:00.000,,New Ownership - Followup
100330_20190516,100330,2019-05-16T00:00:00.000,,New Ownership - Followup
100330_20190807,100330,2019-08-07T00:00:00.000,86,Routine - Unscheduled
100330_20190814,100330,2019-08-14T00:00:00.000,,Reinspection/Followup
100331_20190705,100331,2019-07-05T00:00:00.000,,New Ownership
100331_20190813,100331,2019-08-13T00:00:00.000,88,Routine - Unscheduled
100333_20190514,100333,2019-05-14T00:00:00.000,,New Ownership
100333_20190621,100333,2019-06-21T00:00:00.000,,New Ownership - Followup
100333_20190710,100333,2019-07-10T00:00:00.000,,New Ownership - Followup
100334_20190507,100334,2019-05-07T00:00:00.000,,New Ownership
100334_20190523,100334,2019-05-23T00:00:00.000,,New Ownership - Followup
100362_20190503,100362,2019-05-03T00:00:00.000,,New Ownership
100362_20190507,100362,2019-05-07T00:00:00.000,,New Ownership - Followup
100362_20190523,100362,2019-05-23T00:00:00.000,,Reinspection/Followup
100362_20190529,100362,2019-05-29T00:00:00.000,,New Ownership - Followup
100362_20190606,100362,2019-06-06T00:00:00.000,96,Routine - Unscheduled
100362_20190910,100362,2019-09-10T00:00:00.000,,Non-inspection site visit
100367_20190815,100367,2019-08-15T00:00:00.000,,New Ownership
100373_20190520,100373,2019-05-20T00:00:00.000,,New Ownership
100374_20190805,100374,2019-08-05T00:00:00.000,,New Ownership
100378_20190508,100378,2019-05-08T00:00:00.000,,New Ownership - Followup
100378_20190513,100378,2019-05-13T00:00:00.000,,New Ownership
100378_20190807,100378,2019-08-07T00:00:00.000,98,Routine - Unscheduled
100403_20190620,100403,2019-06-20T00:00:00.000,,New Ownership
100403_20190923,100403,2019-09-23T00:00:00.000,,Foodborne Illness Investigation
100403_20190930,100403,2019-09-30T00:00:00.000,,Reinspection/Followup
100404_20190703,100404,2019-07-03T00:00:00.000,,New Ownership
100404_20190826,100404,2019-08-26T00:00:00.000,100,Routine - Unscheduled
100405_20190531,100405,2019-05-31T00:00:00.000,,New Ownership
100406_20190603,100406,2019-06-03T00:00:00.000,,New Ownership
100406_20190816,100406,2019-08-16T00:00:00.000,92,Routine - Unscheduled
100416_20190611,100416,2019-06-11T00:00:00.000,87,Routine - Unscheduled
100416_20190708,100416,2019-07-08T00:00:00.000,,Reinspection/Followup
100417_20190603,100417,2019-06-03T00:00:00.000,,New Ownership
100418_20190528,100418,2019-05-28T00:00:00.000,,New Ownership
100418_20190816,100418,2019-08-16T00:00:00.000,80,Routine - Unscheduled
100418_20190826,100418,2019-08-26T00:00:00.000,,Reinspection/Followup
100440_20190522,100440,2019-05-22T00:00:00.000,87,Routine - Unscheduled
100440_20190529,100440,2019-05-29T00:00:00.000,,Reinspection/Followup
100441_20190603,100441,2019-06-03T00:00:00.000,,New Ownership
100441_20190816,100441,2019-08-16T00:00:00.000,,Non-inspection site visit
100457_20190529,100457,2019-05-29T00:00:00.000,,New Ownership
100459_20190528,100459,2019-05-28T00:00:00.000,,New Ownership
100459_20190816,100459,2019-08-16T00:00:00.000,89,Routine - Unscheduled
100460_20190624,100460,2019-06-24T00:00:00.000,,New Ownership - Followup
100460_20190712,100460,2019-07-12T00:00:00.000,,Reinspection/Followup
100460_20190917,100460,2019-09-17T00:00:00.000,,New Ownership - Followup
100461_20190716,100461,2019-07-16T00:00:00.000,,New Ownership
100475_20190603,100475,2019-06-03T00:00:00.000,96,Routine - Unscheduled
100475_20190826,100475,2019-08-26T00:00:00.000,,New Ownership
100476_20190509,100476,2019-05-09T00:00:00.000,,New Ownership
100477_20190509,100477,2019-05-09T00:00:00.000,,New Ownership
100477_20190807,100477,2019-08-07T00:00:00.000,96,Routine - Unscheduled
100479_20190520,100479,2019-05-20T00:00:00.000,,New Ownership
100479_20190531,100479,2019-05-31T00:00:00.000,,New Ownership - Followup
100479_20190605,100479,2019-06-05T00:00:00.000,96,Routine - Unscheduled
100480_20190507,100480,2019-05-07T00:00:00.000,,New Ownership
100480_20190605,100480,2019-06-05T00:00:00.000,,New Ownership - Followup
100480_20190814,100480,2019-08-14T00:00:00.000,91,Routine - Unscheduled
1005_20170713,1005,2017-07-13T00:00:00.000,78,Routine - Unscheduled
1005_20170731,1005,2017-07-31T00:00:00.000,,Reinspection/Followup
1005_20180122,1005,2018-01-22T00:00:00.000,84,Routine - Unscheduled
1005_20180205,1005,2018-02-05T00:00:00.000,,Reinspection/Followup
1005_20180919,1005,2018-09-19T00:00:00.000,86,Routine - Unscheduled
1005_20190808,1005,2019-08-08T00:00:00.000,88,Routine - Unscheduled
100503_20190605,100503,2019-06-05T00:00:00.000,,New Ownership
100504_20190411,100504,2019-04-11T00:00:00.000,88,Routine - Unscheduled
100504_20190619,100504,2019-06-19T00:00:00.000,,New Ownership
100504_20190927,100504,2019-09-27T00:00:00.000,,Reinspection/Followup
100507_20190724,100507,2019-07-24T00:00:00.000,,New Ownership
100544_20190731,100544,2019-07-31T00:00:00.000,,New Ownership
100545_20190903,100545,2019-09-03T00:00:00.000,,New Ownership - Followup
100560_20190723,100560,2019-07-23T00:00:00.000,,New Construction
100560_20190903,100560,2019-09-03T00:00:00.000,88,Routine - Unscheduled
100561_20190626,100561,2019-06-26T00:00:00.000,,New Ownership
100561_20190816,100561,2019-08-16T00:00:00.000,96,Routine - Unscheduled
100579_20190516,100579,2019-05-16T00:00:00.000,,New Ownership
100579_20190521,100579,2019-05-21T00:00:00.000,,New Ownership - Followup
100579_20190719,100579,2019-07-19T00:00:00.000,85,Routine - Unscheduled
100579_20190731,100579,2019-07-31T00:00:00.000,,Reinspection/Followup
100603_20190509,100603,2019-05-09T00:00:00.000,,New Ownership
100603_20190620,100603,2019-06-20T00:00:00.000,,New Ownership
100603_20190829,100603,2019-08-29T00:00:00.000,96,Routine - Unscheduled
100639_20190123,100639,2019-01-23T00:00:00.000,,New Ownership
100639_20190729,100639,2019-07-29T00:00:00.000,,New Ownership - Followup
100639_20190813,100639,2019-08-13T00:00:00.000,100,Routine - Unscheduled
100640_20190530,100640,2019-05-30T00:00:00.000,,New Ownership
100640_20190604,100640,2019-06-04T00:00:00.000,,New Ownership - Followup
100642_20190918,100642,2019-09-18T00:00:00.000,90,Routine - Unscheduled
100658_20190605,100658,2019-06-05T00:00:00.000,,New Ownership
100658_20190723,100658,2019-07-23T00:00:00.000,,New Ownership - Followup
100658_20190730,100658,2019-07-30T00:00:00.000,,New Ownership - Followup
100659_20190626,100659,2019-06-26T00:00:00.000,,New Ownership
100660_20190703,100660,2019-07-03T00:00:00.000,,New Construction
100660_20190816,100660,2019-08-16T00:00:00.000,98,Routine - Unscheduled
100676_20190722,100676,2019-07-22T00:00:00.000,,New Ownership
100677_20190604,100677,2019-06-04T00:00:00.000,,New Ownership
100677_20190624,100677,2019-06-24T00:00:00.000,,Non-inspection site visit
100677_20190627,100677,2019-06-27T00:00:00.000,,New Ownership - Followup
100707_20190520,100707,2019-05-20T00:00:00.000,,New Ownership
100707_20190611,100707,2019-06-11T00:00:00.000,100,Routine - Unscheduled
100712_20190626,100712,2019-06-26T00:00:00.000,,New Ownership
100713_20190501,100713,2019-05-01T00:00:00.000,,New Ownership
100713_20190522,100713,2019-05-22T00:00:00.000,,New Ownership - Followup
100713_20190628,100713,2019-06-28T00:00:00.000,,New Ownership - Followup
100713_20190812,100713,2019-08-12T00:00:00.000,,New Ownership - Followup
100715_20190604,100715,2019-06-04T00:00:00.000,,New Ownership
100715_20190722,100715,2019-07-22T00:00:00.000,,New Ownership - Followup
100715_20190805,100715,2019-08-05T00:00:00.000,96,Routine - Unscheduled
100716_20190515,100716,2019-05-15T00:00:00.000,,New Construction
100716_20190528,100716,2019-05-28T00:00:00.000,,New Construction
100716_20190627,100716,2019-06-27T00:00:00.000,,New Ownership - Followup
100716_20190806,100716,2019-08-06T00:00:00.000,98,Routine - Unscheduled
100750_20190813,100750,2019-08-13T00:00:00.000,,New Ownership
100750_20190814,100750,2019-08-14T00:00:00.000,,Non-inspection site visit
100752_20190606,100752,2019-06-06T00:00:00.000,,New Ownership
100752_20190717,100752,2019-07-17T00:00:00.000,,New Ownership - Followup
100752_20190904,100752,2019-09-04T00:00:00.000,71,Routine - Unscheduled
100752_20190927,100752,2019-09-27T00:00:00.000,,Reinspection/Followup
100753_20190612,100753,2019-06-12T00:00:00.000,,New Ownership
100753_20190820,100753,2019-08-20T00:00:00.000,,New Ownership - Followup
100779_20190515,100779,2019-05-15T00:00:00.000,,New Construction
100779_20190607,100779,2019-06-07T00:00:00.000,,New Construction
100779_20190610,100779,2019-06-10T00:00:00.000,,New Ownership
100780_20190624,100780,2019-06-24T00:00:00.000,,New Ownership
100781_20190425,100781,2019-04-25T00:00:00.000,92,Routine - Unscheduled
100781_20190611,100781,2019-06-11T00:00:00.000,,New Ownership
100781_20190716,100781,2019-07-16T00:00:00.000,,New Ownership - Followup
1008_20170905,1008,2017-09-05T00:00:00.000,88,Routine - Unscheduled
1008_20180409,1008,2018-04-09T00:00:00.000,85,Routine - Unscheduled
1008_20180425,1008,2018-04-25T00:00:00.000,,Reinspection/Followup
1008_20190403,1008,2019-04-03T00:00:00.000,66,Routine - Unscheduled
1008_20190405,1008,2019-04-05T00:00:00.000,,Reinspection/Followup
1008_20190408,1008,2019-04-08T00:00:00.000,,Reinspection/Followup
1008_20190409,1008,2019-04-09T00:00:00.000,,Reinspection/Followup
1008_20190503,1008,2019-05-03T00:00:00.000,,Reinspection/Followup
100800_20190626,100800,2019-06-26T00:00:00.000,,New Ownership
100800_20190827,100800,2019-08-27T00:00:00.000,100,Routine - Unscheduled
100801_20190827,100801,2019-08-27T00:00:00.000,100,Routine - Unscheduled
100802_20190626,100802,2019-06-26T00:00:00.000,,New Ownership
100802_20190827,100802,2019-08-27T00:00:00.000,98,Routine - Unscheduled
100807_20190603,100807,2019-06-03T00:00:00.000,,New Construction
100807_20190701,100807,2019-07-01T00:00:00.000,98,Routine - Unscheduled
100815_20190708,100815,2019-07-08T00:00:00.000,,New Ownership
100815_20190722,100815,2019-07-22T00:00:00.000,,New Ownership - Followup
100816_20190612,100816,2019-06-12T00:00:00.000,,New Ownership
100817_20190724,100817,2019-07-24T00:00:00.000,,New Ownership
100817_20190806,100817,2019-08-06T00:00:00.000,100,Routine - Unscheduled
100818_20190625,100818,2019-06-25T00:00:00.000,,New Ownership
100821_20190716,100821,2019-07-16T00:00:00.000,,New Construction
100821_20190819,100821,2019-08-19T00:00:00.000,,New Ownership
10083_20170905,10083,2017-09-05T00:00:00.000,81,Routine - Unscheduled
10083_20170912,10083,2017-09-12T00:00:00.000,,Reinspection/Followup
10083_20190426,10083,2019-04-26T00:00:00.000,86,Routine - Unscheduled
10083_20190503,10083,2019-05-03T00:00:00.000,,Reinspection/Followup
100866_20190703,100866,2019-07-03T00:00:00.000,,Complaint
100870_20190705,100870,2019-07-05T00:00:00.000,,New Ownership
100870_20190712,100870,2019-07-12T00:00:00.000,,New Ownership - Followup
100870_20190813,100870,2019-08-13T00:00:00.000,75,Routine - Unscheduled
100879_20190611,100879,2019-06-11T00:00:00.000,,New Ownership
100879_20190624,100879,2019-06-24T00:00:00.000,,New Ownership - Followup
100887_20190701,100887,2019-07-01T00:00:00.000,,New Ownership
100887_20190814,100887,2019-08-14T00:00:00.000,,New Ownership - Followup
100888_20190730,100888,2019-07-30T00:00:00.000,,New Ownership
100918_20190607,100918,2019-06-07T00:00:00.000,,New Ownership
100923_20190906,100923,2019-09-06T00:00:00.000,,Routine - Scheduled
100937_20190614,100937,2019-06-14T00:00:00.000,,New Ownership
100937_20190801,100937,2019-08-01T00:00:00.000,,Non-inspection site visit
100941_20190807,100941,2019-08-07T00:00:00.000,,New Construction
100941_20190812,100941,2019-08-12T00:00:00.000,,New Ownership - Followup
100941_20190819,100941,2019-08-19T00:00:00.000,,Reinspection/Followup
100941_20190906,100941,2019-09-06T00:00:00.000,,Routine - Scheduled
100992_20190517,100992,2019-05-17T00:00:00.000,,Non-inspection site visit
100992_20190621,100992,2019-06-21T00:00:00.000,,New Ownership
100992_20190703,100992,2019-07-03T00:00:00.000,,New Ownership - Followup
100992_20190822,100992,2019-08-22T00:00:00.000,88,Routine - Unscheduled
100992_20190906,100992,2019-09-06T00:00:00.000,,Reinspection/Followup
100993_20190723,100993,2019-07-23T00:00:00.000,,New Ownership
100993_20190820,100993,2019-08-20T00:00:00.000,,New Construction
100993_20190823,100993,2019-08-23T00:00:00.000,,New Construction
101_20170627,101,2017-06-27T00:00:00.000,90,Routine - Unscheduled
101_20180129,101,2018-01-29T00:00:00.000,92,Routine - Unscheduled
101028_20190607,101028,2019-06-07T00:00:00.000,100,Routine - Unscheduled
101028_20190807,101028,2019-08-07T00:00:00.000,,Non-inspection site visit
101065_20190906,101065,2019-09-06T00:00:00.000,,Routine - Scheduled
101075_20190906,101075,2019-09-06T00:00:00.000,,Routine - Scheduled
101076_20190906,101076,2019-09-06T00:00:00.000,,Routine - Scheduled
101077_20190906,101077,2019-09-06T00:00:00.000,,Routine - Scheduled
101078_20190807,101078,2019-08-07T00:00:00.000,,New Ownership
101078_20190812,101078,2019-08-12T00:00:00.000,,New Ownership - Followup
101078_20190906,101078,2019-09-06T00:00:00.000,,Routine - Scheduled
101079_20190807,101079,2019-08-07T00:00:00.000,,New Ownership
101079_20190812,101079,2019-08-12T00:00:00.000,,New Ownership - Followup
101079_20190819,101079,2019-08-19T00:00:00.000,,New Ownership - Followup
101079_20190906,101079,2019-09-06T00:00:00.000,,Routine - Scheduled
101080_20190807,101080,2019-08-07T00:00:00.000,,New Ownership
101080_20190812,101080,2019-08-12T00:00:00.000,,New Ownership - Followup
101080_20190906,101080,2019-09-06T00:00:00.000,,Routine - Scheduled
101081_20190807,101081,2019-08-07T00:00:00.000,,New Ownership
101081_20190812,101081,2019-08-12T00:00:00.000,,New Ownership - Followup
101082_20190807,101082,2019-08-07T00:00:00.000,,New Ownership
101082_20190812,101082,2019-08-12T00:00:00.000,,New Ownership - Followup
101082_20190819,101082,2019-08-19T00:00:00.000,,New Ownership - Followup
101083_20190807,101083,2019-08-07T00:00:00.000,,New Ownership
101083_20190812,101083,2019-08-12T00:00:00.000,,New Ownership - Followup
101083_20190819,101083,2019-08-19T00:00:00.000,,New Ownership - Followup
101084_20190807,101084,2019-08-07T00:00:00.000,,New Ownership
101084_20190812,101084,2019-08-12T00:00:00.000,,New Ownership - Followup
101084_20190819,101084,2019-08-19T00:00:00.000,,New Ownership - Followup
101085_20190807,101085,2019-08-07T00:00:00.000,,New Ownership
101085_20190812,101085,2019-08-12T00:00:00.000,,New Ownership - Followup
101086_20190807,101086,2019-08-07T00:00:00.000,,New Ownership
101086_20190812,101086,2019-08-12T00:00:00.000,,New Ownership - Followup
101087_20190807,101087,2019-08-07T00:00:00.000,,New Construction
101087_20190812,101087,2019-08-12T00:00:00.000,,New Ownership - Followup
101087_20190819,101087,2019-08-19T00:00:00.000,,Reinspection/Followup
101089_20190807,101089,2019-08-07T00:00:00.000,,New Construction
101089_20190812,101089,2019-08-12T00:00:00.000,,New Ownership - Followup
101089_20190819,101089,2019-08-19T00:00:00.000,,Reinspection/Followup
101089_20190906,101089,2019-09-06T00:00:00.000,100,Routine - Unscheduled
101090_20190807,101090,2019-08-07T00:00:00.000,,New Ownership
101090_20190812,101090,2019-08-12T00:00:00.000,,New Ownership - Followup
101090_20190906,101090,2019-09-06T00:00:00.000,92,Routine - Unscheduled
101095_20190807,101095,2019-08-07T00:00:00.000,,New Construction
101095_20190812,101095,2019-08-12T00:00:00.000,,New Ownership - Followup
101095_20190819,101095,2019-08-19T00:00:00.000,,Reinspection/Followup
101095_20190906,101095,2019-09-06T00:00:00.000,89,Routine - Unscheduled
101100_20190807,101100,2019-08-07T00:00:00.000,,New Construction
101100_20190812,101100,2019-08-12T00:00:00.000,,New Ownership - Followup
101100_20190819,101100,2019-08-19T00:00:00.000,,Reinspection/Followup
101100_20190906,101100,2019-09-06T00:00:00.000,100,Routine - Unscheduled
101102_20190807,101102,2019-08-07T00:00:00.000,,New Construction
101102_20190812,101102,2019-08-12T00:00:00.000,,New Ownership - Followup
101102_20190819,101102,2019-08-19T00:00:00.000,,Reinspection/Followup
101102_20190906,101102,2019-09-06T00:00:00.000,96,Routine - Unscheduled
101103_20190807,101103,2019-08-07T00:00:00.000,,New Ownership
101103_20190812,101103,2019-08-12T00:00:00.000,,New Ownership - Followup
101103_20190906,101103,2019-09-06T00:00:00.000,100,Routine - Unscheduled
101104_20190807,101104,2019-08-07T00:00:00.000,,New Ownership
101104_20190812,101104,2019-08-12T00:00:00.000,,New Ownership - Followup
101104_20190906,101104,2019-09-06T00:00:00.000,100,Routine - Unscheduled
